text,category,label
"Nos están matando. Repito, NOS ESTÁN MATANDO. Y no lo hacen porque sí. Lo hacen porque hay discursos que legitiman esa violencia. Porque Ayuso ""está abierta"" a revisar las leyes LGTBI madrileñas con VOX. Porque en el PSOE sigue habiendo un sector abiertamente tránsfobo.",non-anti-LGBT,1
"Si la hubiera hecho coincidir su VII Congreso, y la elección de su buevo presidente, con el Día del #OrgulloLGTBI, no solo veríamos una fiesta multicolor, sino que darían relevancia a un sector de las nacionalidades también postergado. #Pride #Wiphala 🏳️‍🌈",non-anti-LGBT,1
la misma cara de zorra pelirroja lesbiana tetas gordas. literalmente crearon ese personaje inspirándose en mi,homophobic,0
"Porque por un teléfono móvil no matas a alguien. Pretender ignorar el motivo LGTBófobo es alentar este odio y esta violencia.Ignorar que ""casualmente"" sean siempre hombres los agresores y personas LGTB las víctimas es ignorar el problema estructural que es el machismo.",non-anti-LGBT,1
Este día do #OrgulloLGTBI é moi especial porque mañá se aprobará a #LeiTrans que fará do noso un país un lugar máis libre e xusto.Polo dereito a ser e a amar libremente. Somos diversas e estamos xuntas e orgullosas! 🏳️‍🌈,non-anti-LGBT,1
"a mi no me gusta encanto pero los gringos 1 SEGUNDO LES PIDO que dejen de ponerle a todo gay o trans? encanto es una película para la representación latina, enfoquemonos en eso y dejen de gringoficar a los personajes dios mio",homophobic,0
Es un chico trans-specie,transphobic,2
"Por no hablar del daño psicológico que causa meterles en la cabeza a niños y niñas que ni siquiera tienen madurez y conciencia suficiente un sentimiento subjetivo de ""identidad de género"" con cero evidencia científica, así como que pueda haber menores con tratamientos hormonales",transphobic,2
yo ni loco ql lo único q daban a las 1 de la tarde era la puta sección de Héroes plw mala puro Ben 10 y max steel en esa wea y después te tiraban 20 capitulos de Pokémon blanco y negro con ese wn de pelo verde homosexual q tenía un mono todo inutil no como N. N dame un hijo porfa,homophobic,0
"📣Hoy, día de los #DerechosHumanos, lanzamos un nuevo curso:. ""Persecución por orientación sexual e identidad de género: mecanismos de protección internacional a personas LGTBI"". 🗓️ 25/01 al 14/02/2021. 💻 Online. ⏳ Matrícula hasta el 12/01/2021. Info en",non-anti-LGBT,1
"Pendejo, la gente lo vería para saber cuando le va a cumplir (el sartal de mentiras que prometió) , no para quejarse como puta de bar gay.",homophobic,0
 Esperando una manifestación LGTBI en Barcelona por esta violencia.O son MENAS indepes y todo vale???,non-anti-LGBT,1
¿Cuál ha sido la propuesta de consenso? Incluir 3 meses como plazo administrativo desde que se solicita el cambio registral para que la persona ratifique su decisión.#LeyTrans #OrgulloLGTBI,non-anti-LGBT,1
" En el mismo tuit niega que me haya atacado como profesor y que haya pedido que me echen y dice que ninguna universidad ""fiable"" de ideario católico permitirían a un profesor hacer lo que yo he hecho: defender los #DerechosFundamentales del colectivo #LGTBI. Es Ud. un cínico. 😂😂",non-anti-LGBT,1
"No se por qué , estoy segura que tiene un aborto en el placard. Hermana eras prostituta vip. Por elección las trans que críticas no les queda otra. NO LES DAN TRABAJO. Deja de odiar",transphobic,2
" Y esa es de las FFCCSE, sanitarios y profesores en función pública.Aparte, sin ser funcionarios del estado, está la mujer en denuncia de violencia de género (vale con su relato si no es incongruente para condenarte, sin pruebas) y ahora los LGTBI frente a los caseros.... xD",non-anti-LGBT,1
Ese derecho de identidad de género no es universal. Y tú interpretación subjetiva de lo que es discriminacion me tiene sin cuidado.😎,transphobic,2
"cuando piensas en leyes de género, e inclusión piensa como ser vería el fútbol feminnio con los trans q por más hormonas, aún mentienen la contextura de un hombre solo q con tetaa...",transphobic,2
tampoco sé si silenciar la palabra trans porque este me ha hecho muchisimo daño y ya no sé como encontrarme en un espacio seguro donde sepa 100% que no me voy a encontrar con burradas como las que acabo de leer,transphobic,2
#Samuel te están utilizando la #Izquierda los #Lgtbi #jkll La jueza ha dicho que no es asesinato homófobo dejar de utilizar la muerte como excusa para hablar #varon #Hembra  #fluido #espeso #Trans #Trons #lesbisna #Lesbiano #trisexual #bifluido #follarkonQuienkieroEtiketas de💩,non-anti-LGBT,1
"El casco de hamilton tiene la bandera lgbt y trans dibujada, por algo perdió.",transphobic,2
" Lo #LGTBI nunca fue #Feminismo.Atrevería a pelear solos y dejar d colonizar os.La #AgendaFeminista no os compete. Es única y exclusivamente de, x y xa las #Mujeres.Sacar vtras manos d nuestras vidas.#IreneMonteroDimision",non-anti-LGBT,1
Viste odio a los jojofans encima son todos trans y cosas así entonces no puedo seguirlo porque enseguida salen con cosas como ay terfs,transphobic,2
"Cobarde no, MARICA.",homophobic,0
puta lesbiana,homophobic,0
"La pareja expresó que su unión sirve como protesta en contra de los diputados locales que tienen ""congelada"" la aprobación de los matrimonios igualitarios en el Edomex.",homophobic,0
"Jennifer Bilek expone las fuerzas detrás del transgénero, la industria de la identidad de género y la agenda transhumanista.",non-anti-LGBT,1
O cuando sepan que había una reno transexual y por eso corrían tanto los renos que iban delante 😂😂,transphobic,2
"Aca se lo llama ministerio de la mujer, que se encargan de hacer propuesta como pintar algunos asientos en lugares publicos representando al feminicidio o que a los trans, homosexuales o que se sienta de otro genero y sufrio de mal trato se le paga un subsidio estatal",homophobic,0
las mujeres trans son mujeres y al que le joda pues pa la lloreria 🥴,non-anti-LGBT,1
"Cuántas veces las personas LGTBI hemos sentido miedo a que una discusión o malentendido acabe en violencia por el hecho de serlo. Nos hemos hecho pequeñas, nos hemos ocultado, pensando que así no daríamos motivos al tío que se pone violento. Así funciona también la LGTBIfobia.",non-anti-LGBT,1
Hora de hacerse trans,transphobic,2
"Cómo hijueputas pueden hacer copia en una prueba estatal, hay que ser marica.",homophobic,0
"Ahora que se acaba el mes del #orgullo, igual me podéis responder algo: ¿se puede ser demi pero que solo te atraiga uno de los dos géneros? #LGTBI #pride",non-anti-LGBT,1
Nazi puta que estas equivocada lesbiana ctm...,homophobic,0
"Son unos hijos de puta, irresponsables, forros, maricones, y egoístas.",homophobic,0
Guau el puto con foto de coreano quiere reproducción de visitas porque los gay no se pueden reproducirse entre ellos,homophobic,0
Llego a casa de la fiesta de inauguración de feliz pero agotado sentimentalmente. ¡Juntar #VIH y #Orgullo es conmoverme en demasiados frente!  Feliz #OrgulloLGTBI #Pride2021,non-anti-LGBT,1
hijo de la re contra mil puta ya vas a ver gay de mierda te voy a sacar los ojos y los voy a cocinar y se los daré de comer a tu vieja,homophobic,0
" Eso rezuma odio a los gays. Si le dieran una paliza a un hetero al grito de ""hetero de mierda"" y los agresores fueran lgtbi sería lo mismo. Un delito de odio por su sexualidad, independiente del motivo.",non-anti-LGBT,1
"si no condenais la violencia lgtb+ y todas las fuerzas políticas que no se posicionan en contra de ella, por favor, dadme unfollowno posicionarse en casos así no es válido, son mis valores y los de los que me rodean e importan",non-anti-LGBT,1
"mira que yo pensaba que eras homosexual, pero nunca crei que fueras tan puto hijo de mil puta como vas a odiar el frio😡",homophobic,0
Feliz día del #Orgullo2020 Puto Chino Maricón de #PutoChinoMaricon.  #Orgullo #OrgulloLGTBI,homophobic,0
"Este autobús,  se retiro de circulación por un juez, por incitación al de odio. Por ende cuando usáis la biología para atacar a las mujeres y hombres trans , usando la biología como pretexto , estáis haciendo un discurso de odio hacia el colectivo más vulnerable de la sociedad",non-anti-LGBT,1
Qe poquito os qeda mierdas  estp de jugar con el dinero y el tiempo de la gente no os va a salir gratis hijos de la gran puta voy a acabar con vosotros uno a uno cerdos de mierda me cago en vuestros muertos maricones que no tenéis huevos a dar la cara malnacidos,homophobic,0
"Para las justetas ,decir q una persona por ejemplo con pene y leida como mujer trans, afirmar q no es una mujer ,cuando el concepto mujer es una construccion  social y utilizando para defirnir el paradigma  exclusivamente del SEXO q no genero, es de una ignorància supina .",non-anti-LGBT,1
mira gordo de re mierda hijo d una gran camionada de putas escoria de la vida bidon de leche lubricante natural culo abierto homosexual retardado mental donde SE TE OCURRA sacarme este puesto TE JURO POR DIOSITO que te abro el estomago con mis propias manos y me como tus organos,homophobic,0
"Etiqueta a tu amigo gay! Empiezo yo orgulloso de ti brother, eres admirable! #Pride2021      #pride      #Orgullo2021      #OrgulloLGTBI",non-anti-LGBT,1
"Necesito un video de alexa diciendo marica que putass, cuando sea mi amiga la obligo a hacerlo, oks?? Ustedes tranqui",homophobic,0
"Ah y todos los periódicos con la banderita lgtb en el icono pero luego poniendo titulares como ""muere un joven tras una paliza""??? LO HAN ASESINADO #justiciaparasamuel",non-anti-LGBT,1
"Imaginate ser transexual, tipo, ¿tan indeciso vas a ser ?",transphobic,2
"También hay gente que lo ha comparado con el racismo. Bien, es verdad que no son tan mediáticos los casos de violencia racista, hay que revisarse y se consciente de ello. Pero es que dentro del colectivo LGTBI+ también hay personas racializadas.",non-anti-LGBT,1
que es lip haciendo obsesivo con esto estooopido puta? actualmente quiere una cena y bueno? lmfao y hacer unos estooopido puta sienta más estooopida? porque libre terapia? #Shameless so que les jode es ella haciendo mintiendo acerca siendo una lesbiana?,homophobic,0
#VanessaEsAbsurdo Que haya tanto 'marica' rayando la obra de arte que hicieron en las escaleras la comunidad #LGBT Soy heterosexual pero respeto los gustos de los demás,non-anti-LGBT,1
si todavía hay gente que no sabe por que hay un día del orgullo lgtbi y no uno del orgullo hetero....... lo explico rápido por que ningún hetero va a morir de una paliza por su orientación sexual,non-anti-LGBT,1
En mi pueblo han pintado varios bancos de los colores de varias banderas LGTBI. No llega ni a 1-2 días y ya hay un imbecil que los ha pintarrajeado poniendo ‘viva vox’. Cuánto cerdo suelto.,non-anti-LGBT,1
"Sí, trans, pero mujer. Sigue siendo mujer, eso no se lo quita nadie. Igual que una mujer cis sigue siendo una mujer.",non-anti-LGBT,1
"LOS FRANCESES QUIEREN VENIR A ESPAÑA, QUIEREN PASÁRSELO BIEN EN CON VINO, PUTAS,  MARICONES TRANSEXUALES Y LESBIANAS...PORQUE ES LO QUE FOMENTA ESTE GOBIERNO DE. MIERDA!!",homophobic,0
" Aparte del #OrgulloLGTBI se celebra el orgullo de hijo, ¿no? 😉 Un abrazo para tu madre. 🤗",non-anti-LGBT,1
jajaj marica increible,homophobic,0
twitter antes estaba lleno de gordas y todos los chistes eran de #nocofio ahora lleno de maricones y pajaras que lio,homophobic,0
"entienda que no es un capricho, de ella depende la vida y felicidad de muchas personas trans y de quienes les rodean, ademas que es un derecho porquè somos seres humanos a los que se les estàn negando y discriminando por algo que no podemos decidir, ni parar, ni olvidar, porque +",non-anti-LGBT,1
"🔍EN LA MIRA - El municipio de Quilmes incorpora trabajadoras trans. Para conformar el cupo del 1 por ciento de los puestos laborales como parte del colectivo travesti, transexual y transgénero. #info👇",non-anti-LGBT,1
Y NO ME IMPORTA L Q DUGAN ESOS PUTOS PERIODISTAS LA PUTA Q LOS PARIO WOOO OOO GAY Q AKENTAEA LSEKECCION,homophobic,0
"Marica, jamás había tenido tanta hambre como hoy!",homophobic,0
"Quizas no sabe que una lesbiana, x definición, no puede quedar embarazada ya que sus ovulos. no tienen contacto con espermatozoides...... Ningún asesor que se lo explique ????",homophobic,0
" si es impresionante la cantidad de balseros con colectivos LGTB que van rumbo a Cuba, no hables pavada imbécil, que hacen cola hasta para una bayaspirina, se largan al mar, hasta en botes de madera para hacer 80 millas y terminan rescatados por los gringos",non-anti-LGBT,1
"Volvamos a los trans. Nacieron con pene y se le impone el género masculino pero no se identifican con esa imposición. . LES DIRÍA: OBVIO, NADIE DEBEN IMPONERTE CÓMO VIVIR!. Hasta ahí estamos bien. La contradicción surge cuando se identifican c el género q se impone a las mujeres!",transphobic,2
"Maric*nes, está muy bien eso de que veáis a los hombres trans atractivos y penséis en intimar con nosotros PERO si seguís haciendo UNICA Y EXCLUSIVAMENTE referencias sexuales falocentristas pues no ayuda mucho y nos sentimos regular la verdad.",transphobic,2
💣🎤 EN VIVO DJ SOLTANDO INFINIDAD DE SORTEOS - NO TE PODES PERDER ESTO! GRACIAS &amp; POR EL MEGA APORTE PARA ESTA NOCHE DE FIESTA #LGTB 💖💝 ~ ~ MOVIENDOTE TODOS LOS SENTIDOS 💃🎶🕺,non-anti-LGBT,1
"Xq mierda me volví así de maricona, la puta que lo re mil parió 😣",homophobic,0
" No es ninguna superioridad, es una estructura cultural basada en roles que tienen que ver con el sexo pero también con la adecuación a unas determinadas expresiones e identidades. La violencia contra las mujeres y contra LGTB tiene la misma base, se alimenta de las mismas raíces.",non-anti-LGBT,1
" Carlos Jauregui el emblema de la lucha de la diversidad en #ArgentinaUnida 🇦🇷🇦🇷🇦🇷🌈🌈🌈 pionero, rebelde , carismático , feliz día TODOS, TODAS Y TODES #Orgullo2021 #OrgulloLGTBI #Stonewall #AbajoElPatriarcado",non-anti-LGBT,1
"Un empujoncito más y tienes tú peak trans, podemos marcar el día en el calendario y hacerte u. Cumpleaños si quieres",transphobic,2
Lo único bueno que va a hacer Irene montero es la ley trans. En cuanto la saque me voy a identificar como mujer y haré oposiciones a policia por la cuota de mujer con.las pruebas físicas de.mujer. Viva Irene 👏👏,transphobic,2
"si eres feminista o asexual,bisexual,homosexual,transexual o parte de la legion lbgtqi+y tu familia no te apoya considerame parte de tu familia.... porque yo tampoco te voy a apoyar pinche conchetumare joputa jugadora de LOL feminista hetero",homophobic,0
"El matrimonio igualitario es un derecho que debe ser garantizado por el Estado sin discriminación. Lamentablemente en muchas lugares, especialmente poblaciones importa poco porque se está más preocupad@ de no ser golpead@ o asesinad@, en especial la comunidad trans",non-anti-LGBT,1
"Porque queremos y podemos ocupar todos los espacios 💫. Petra de Sutter, la primera ministra transgénero elegida en Europa -  Conquistando derechos!. #12Octubre",non-anti-LGBT,1
"DEBBIE HAYTON, transexual y profesora del RU dice: ""Las mujeres trans son hombres – yo ciertamente lo soy, ya que soy padre de tres hijos- mientras que las mujeres son mujeres"".",transphobic,2
" ESA cuestión está mucho más aventajada que la mía. Porque a él no le van a dar una paliza por maricón. Y eso se extrapola a todo el grueso de la población, variando entre contextos. POR ESO el colectivo lgtb, el grupo en general, está muy por debajo y no goza de los+",non-anti-LGBT,1
"Inclusión de lesbianas, gays, transexuales. Siempre los ha defendido el feminismo, pero no estamos dispuestas a incluir a los transgénero, lo sentimos. No soy tan buena, ni tan tonta como para ceder mi espacio vital en favor de señores fetichistas que quieren ocupar nuestro lugar",transphobic,2
Me estoy leyendo un libro con un trasfondo LGTB en el que el propio título avisa que van a morir los dos protas. Me estoy viendo venir la muerte por paliza a casi 170 páginas que me quedan para acabar,non-anti-LGBT,1
 Lo de Maricon hubiera sido HDP si el que grababa hubiera sido hetero. Son gentuza y les da igual. A ver si os pensáis que solo al colectivo LGTBI os agreden sin motivos. Tienes un cigarro? No? Paliza. Me estabas mirando? No? Paliza. Has mirado a mi novia? No? Paliza.,non-anti-LGBT,1
"Soy ""no definido"", dadme trabajo de camarero. Aunque signifique dejar en el paro a una mujer, inmigrante y de tez oscura.",transphobic,2
"1. Las ""mujeres trans"" son hombres. 2. Los ""hombres trans"" son mujeres. No lo digo yo, lo dicen Tortora, Thibodeau, Gray, entre muchos otros grandes nombres de la anatomía y fisiología humana. Ponte a estudiar",transphobic,2
"Las mujeres (mujeres eh, no sujetos con disfraz) somos una población históricamente oprimida (no los trans no están oprimidos). El género debe ser abolido pero claro sin género la gentecita como tu se queda sin ""personalidad"".",transphobic,2
no son hombres REALES XD son trans deja de invisibilizarlos,transphobic,2
"Buena justificación esa...??. Estas diciendo que por ser gay tienes paga. Hoy en día hay paga por comunista, por inmigrante, por gay, por TODO!! Ahhahahaha. Por gilipollas tambien la hay, ahí lo dejo.??‍♂️?",homophobic,0
 Entonces me tiene que poner la rodilla en el cuello un policía supremacista blanco para poder posiciinarme en contra del racismo? O me deben de dar una paliza al grito de maricon para poder ponerme del lado del movimiento LGTBI?  Tus argumentos no tienen ningún sentido,non-anti-LGBT,1
uau gracias por fantasmearme maricona!!!,homophobic,0
Homofobia los cojones. Lo que sí fue delito de ODIO el palizon a los GC de Altsasu solo por ser GC 😂😂😂.,homophobic,0
"0️⃣8️⃣ Arca - Kick i. Menuda bomba, un homenaje a la transición y euforia de una mujer trans con mucho empoderamiento y poco lamento que es lo más típico. Experimenta mucho y lo hace muy bien. Es un disco con una producción y colaboradoras increíbles. . 🥉Calor. 🥈Mequetrefe. 🥇KLK",non-anti-LGBT,1
"MasQlocas, premiadas por dar visibilidad al colectivo trans .",non-anti-LGBT,1
"Como veo que a estas alturas todavía queda mucho por aprender y reivindicar, vuelvo a compartir con vosotros unos artículos en los que se ofrece la otra cara del #OrgulloLGTBI . Una cara más reivindicativa y reflexiva ⬇️",non-anti-LGBT,1
"¿Homofobia? En España es más fácil que te den una paliza por llevar la bandera de España que por llevar la LGTBI. En lugares como Chueca, Sitges, Malasaña o Ibiza todo está controlado por los gays. Disfrutan de la mayor aceptación del planeta y de la historia de la humanidad.",non-anti-LGBT,1
"Lohana Berkins, destacada activista trans, fundadora de la Asoc Lucha por la Ident Travesti-Transexual y una de las impulsoras de la Ley de Identidad de Género aprobada por el Congreso en 2012. . Siempre será recordada por su gran labor en la conquista de derechos. #LohanaBerkins",non-anti-LGBT,1
#LosHeatTv después de #demhow #bombyeye a donde se ha llegado a un show total #lgtb #evolution #reggeaton #dancehall,non-anti-LGBT,1
 Uy… vas a poner nerviosos a los partidos políticos que quieren llevar el carné (pastel de votantes) de mejores amigos #LGTBI,non-anti-LGBT,1
"Tiene una hija negra, el pack completo. Seguro que de mayor será transexual.",transphobic,2
 Imbécil...no ve que me burlo del comentario arribista de Lo dicho...puden ser solidaria con la comunidad Lgtbi.Pero no muestre el hambre!,non-anti-LGBT,1
"La maricona es q tiene q ahorrar para pagar su cinta de correr, las mariscadas, coca y putas de sindicatos, prensa, tv y a los golpistas y soltar a asesinos.",homophobic,0
"La educación sexual, esa materia que no quieres tener en las aulas?. Para que los tíos piensen que a las tías las gusta la mano en el cuello mientras follan . Para que las tías piensen que masturbarse es de putas. Para que los maricones pensemos que tenemos que aprender del porno",homophobic,0
En que mundo ser trans cumple expectativas?,transphobic,2
 Entonces los LGBT a quién tienen que votar según vos? O no hay que votar a nadie? Y por mientras la violencia sigue y encima tampoco pueden hacer marchas porque a gente les molesta. Bastante rebuscado es todo tu argumento y falto de perspectiva,non-anti-LGBT,1
"PREGUNTAS EN LA CIUDAD - #ALERTANIUNAMENOS 💜. 📣Hoy, en otro 25N, Día Internacional de Lucha contra las violencias hacia Mujeres, Lesbianas, Trans y Travestis, nos preguntarnos no solo por la violencia física, sino por todas las violencias que el patriarcado ejerce sobre nosotrxs",non-anti-LGBT,1
"nadie quiere q las mujeres trans esten en el radfem porq tienen una idea y un objetivo muy diferente q el de las radfems, el transfeminismo quiere crear mas generos para q todas se sientan a gusto con su sexualidad etc y el radfem quiere abolir el género por q por medio de eso +",transphobic,2
"Cadiz siempre ha estado muy ligado al movimiento #Lgtbi Con su zona de aparcamiento amarilla, azul, naranja y verde.",non-anti-LGBT,1
"Tal día como hoy de 1952 en Estados Unidos, el New York Daily News informó sobre del caso de Christine Jorgensen, una mujer transgénero que se convirtió en la primera persona en haber tenido una cirugía de reasignación de sexo exitosa.",non-anti-LGBT,1
yo: Hablando de dos maricone de onlifans. : esos son novios que los maricones son muy putas. (...). Lo que pasa es que nosotros no ejercemos. JAJAJAJAJAJAJAJA,homophobic,0
Porque las negras lo ven como una conveniencia.,transphobic,2
"No divide nada, porque VOX es la única derecha. A mí no me vale que gane tu """"derecha"" 186 diputados para que mantenga sin tocar ni media coma las leyes de izquierda como aborto, LIVG, Memoria historica, matrimonio gay.",homophobic,0
"Pero es trans, tiene cara de mujer 🤔",transphobic,2
Chaqué la trans Jajajajajaja,transphobic,2
"Holi busco piso/habitación en Madrid , a ser posible zona centro. Voy a trabajar en Madrid , soy de València. A ser posible Friendly #LGTBI . 27 años , trabajador , aseado y responsable. PCR Negativa. | si podéis darle RT porfavor , se me agota el tiempo",non-anti-LGBT,1
"joda empiezo a entender el odio de clase con los ricos, como se van a sorprender de que el 1% sea el que gane mas de 10M/mes, que burbuja tan hijueputa, ya esto y lo del viejo marica con su casa en bahamas es el colmo",homophobic,0
La comunidad LGBT critica las palabras de la periodista Elisa Beni que dijo en 'La Sexta Noche' que en el caso de Samuel existen dudas de cuál fue l motivación de la paliza,non-anti-LGBT,1
"🚨🚨👁️👃👁️👉🇱🇷🌏Aquí está el pene muy evidente de Michaels mientras BigMike baila para ""no me creas, solo mira"" cantado por otro transexual, Bruno Mars, en el simbolismo de rayas azules y blancas de Ellen como el templo de la isla de Epstein, mi palabra.",transphobic,2
"¿Entonces una manifestación #LGTBI grita consignas contra la derecha y acaba a ostias con la policía como cualquier manifestación de ultraizquierdas, anarquistas y demás ralea comunista-secesionista? Me pinchas y no sangro..",non-anti-LGBT,1
"Viejo hipócrita. A Putín no le reclamás nada? Claro, si no podés ni nombrarlo, a ver si queda como que lo estás cuestionando. Y al mismo tiempo te juntás con el putañero y pro aborto de Beto, su concubina y el hijo gay. Sos un mamarracho.",homophobic,0
"Pregunta fácil: Si unos determinados partidos han hecho del colectivo LGTBI y la violencia de género dos pilares fundamentales para que la gente les vote al no saber gestionar ni la economía de un país, ¿quiénes son los principales interesados en que haya homofobia y machismo?",non-anti-LGBT,1
 Pero que esperas de Ana Rosa y su sequito... ? son VOX en directo #QuintanaRoo #tele5 #LGTBI #justiciaparasamuel,non-anti-LGBT,1
"Los NB somos trans, porque no nos asignaron así al nacer",non-anti-LGBT,1
Estoy pensando en cambiarme de sexo y decir que soy una mujer trans bisexual inmigrante que se siente oprimida por el heteropatriarcado blanco.Además diré que sufro opresión todos los días por recibir piropos en cada esquina de cada calle.¿Creéis que podré recibir alguna paguita?,homophobic,0
"Que puta manía con tener que ponerle nombre a todo lo que hagas con el rabo coño. Eso de toda la vida se llama ser manflorito. Ya en serio, TDSH, es una enfermedad, como muchas de las banderitas de mierda. Hombre-Mujer y trans de los dos tipos. hetero, gay, bisexual ¿tan dificil es?",homophobic,0
"yo los veo juntos y me confunde algo ...uno con cara de cerdo muy femenino y la otra con cara de orto y amachado,y no lo digo por aquello del.otro sub que se dice presidente de Venezuela y que malas lenguas.y escandolos en Cucuta,,de perika y scort trans ....en fin",transphobic,2
puta maricona asquerosa bollera de mierda😍😍😘😘😘😫😫,homophobic,0
"Yo sólo quedé viéndolo. También vi que el se esmeró mucho para saliera a la luz su entidad #LGTBI, pero aunque así las personas que estaba serca de él lo rechazaba como era, pero él seguía luchando por lo que era. Él  pesar de todo jamás malas riendas o malos pasos.",non-anti-LGBT,1
"La desgraciada muerte de Samuel puede que suponga un antes y después en España. El tiempo dirá. Ojalá que sí. No podemos seguir consintiendo la crispación continua y los delitos de odio hacia mujeres, inmigrantes o el colectivo LGTB, y tipos de violencia a grupos minoritarios.",non-anti-LGBT,1
Los chicos gays tiene una señal para no depender 100% del gaydar... ¿Hay alguna señal entre chicas? #LGTBI,non-anti-LGBT,1
"Que tal si cada vez que un heterosexual es víctima de violencia, se generase un escándalo, como el monta  el movimiento político LGTB, cuando sucede con un homosexual?",non-anti-LGBT,1
"Según eso, una mujer trans que se haya sometido a cirugía genital sí es mujer, y si no lo ha hecho, es hombre 🤔",non-anti-LGBT,1
podras sentar cuando te encule por detras. Tu madre tiene muy grande el pene es un transexual,transphobic,2
Neymar es una puta bestia marica,homophobic,0
Q si me gustan las trans si son bellas asi claroooo...?,transphobic,2
Pero no sé . Debe ser que ahora no hay personas trans que tienen pene loool. A ver si el ttansfobo es el chaval del tweet,transphobic,2
