text,category,label
shinchan shinchan  Dont live by a book Even if you do its your choice dont force on others Understand and accept  humans for what they are  Dont blind yourself from the truth Just because something is different than what you are or what you know of doesnt mean it is wrong                ,non-anti-LGBT,1
She is look like serial actress                ,non-anti-LGBT,1
The great video ever  from malaysian respect u brother  Realy its heart touching video  always respect tirunangai                 ,non-anti-LGBT,1
Who r all here 2 to see d Tamil version of Harry potter                ,non-anti-LGBT,1
Archana Shree what                ,non-anti-LGBT,1
I support lgbt I love gay and lesbian people                ,homophobic,0
Really Good bro                ,non-anti-LGBT,1
Keep these kind of contents coming da                 ,non-anti-LGBT,1
Gayathri RaGulkumar Then this video is a success                ,non-anti-LGBT,1
She is great                 ,non-anti-LGBT,1
Super l am coming OK Va ungalyku please send to message                ,non-anti-LGBT,1
417 that is exactly correct                ,non-anti-LGBT,1
I dont follow ur language but I jst feel the imortionsIm literally crying                ,non-anti-LGBT,1
Transgender are goodI love their character and their care                ,non-anti-LGBT,1
Anybody there is create gay whatsapp group please reply                ,non-anti-LGBT,1
aneesh cool so u need change in law right Correct Even I told that law is favoring women and culture is favoring men Both should be changed U want change in law bt cant accept change in culture Now a change came Article 377 This change is boon for homosexual men And how many men are supporting it We dont need special women empowerment Leave the nonsensical social norms a woman will get empowered by herself                ,non-anti-LGBT,1
Really touchingthat chlo saami hug uhlovable Carringlove u  akka                ,non-anti-LGBT,1
Pls tmp heart iam big big fan tell my star of the vidio my name aravindhan mjk                ,non-anti-LGBT,1
My kind advice if u want to make a film on LGBT community then make it perfectdont go with blind ideabring out the right feel and their intense feelingsthat will make u a good and true filmmakerall the very best                ,non-anti-LGBT,1
Even I am straight I support this we have to treat all as humans                ,non-anti-LGBT,1
Pavom that akka                ,non-anti-LGBT,1
Super broi salute for this konsep and team                 ,non-anti-LGBT,1
Bro Vera level bro semma No words to tell               ,non-anti-LGBT,1
Who is she                ,non-anti-LGBT,1
Why do these LGBT couples have to adopt children and screw up their minds too when you dont believe in natural selection and procedure of reproduction why go for children  Doesnt everything contradict here                ,non-anti-LGBT,1
Really great bro                ,non-anti-LGBT,1
Rombha boring bro please  make something  good                ,non-anti-LGBT,1
Hats off for you                ,non-anti-LGBT,1
If you pls share me the link                ,non-anti-LGBT,1
Please add subtitles This needs international recognition                ,non-anti-LGBT,1
madam malinitell me which religion history allow lgbt dont think when u overconfident  it all rightlook at ur attitudelook at the way you talkthat why lgbt seeing as too much                ,non-anti-LGBT,1
When start tha prank                ,non-anti-LGBT,1
Thankyou so much for your motivational speech you are a source of positivity and positive inspiration                ,non-anti-LGBT,1
I dont understand why are you in my recommended                ,non-anti-LGBT,1
Kindly search homosexuality in animal kingdom in youtube go through Btw its not your fault you have been raised in that way                 ,non-anti-LGBT,1
She Is So Beautiful   1106 Bonda Ma3 Iruka Ashiq                ,non-anti-LGBT,1
I think people need to be educated well Even my mom supports homosexuality and their rights We are in no place to judge them I think people are being ridiculous by judging others                ,non-anti-LGBT,1
Now heavy gopal in chennai                ,non-anti-LGBT,1
Please tell the details about the PUB                ,non-anti-LGBT,1
very lively and lovedy  kannuu   i pray u become more stronger and stronger                ,non-anti-LGBT,1
Amma acting                  ,non-anti-LGBT,1
Im tg nivetha part two pathutu answer pandren                ,non-anti-LGBT,1
Seriously i read the topic again and againTransgendercoz apdi theriyave ilaseriously so cute                ,non-anti-LGBT,1
Bro speak about subash chandra bose                ,non-anti-LGBT,1
God bless you everyone                ,non-anti-LGBT,1
She act like man who ever this she going to act like man                ,non-anti-LGBT,1
Shoot him all Dust bin                ,homophobic,0
Nice to                 ,non-anti-LGBT,1
19 year old I am proud about Iam Bisexual               ,non-anti-LGBT,1
Really                  ,non-anti-LGBT,1
Anna pls speak about transgenderI am from Karnataka I am following u from so many days pls Anna its my hambal request                ,non-anti-LGBT,1
Fully script story only                ,non-anti-LGBT,1
what an altitude                ,non-anti-LGBT,1
Priya S   answer this  if Satan punishes bad guys in kill then how can he be a bad guy                ,non-anti-LGBT,1
Dislike people of this video are non humanityDoesnt have any eligible to live in the earth                ,homophobic,0
IN india how many of them folowing our culture all men wearing tshirt phant is this thing is our culture                 ,non-anti-LGBT,1
Bro wating for part 2                ,non-anti-LGBT,1
Love is Love And Everyone should be able to Marry their loved one irrespective of their gender under consent without any regret Genuine loving people are affected by poor closeminded peoples laws  1st  India already had Homosexuality in their Culture  2nd  British came ruled us and made the section 377 to ban Gay sex which obviously means  some Indians were gay at that time  3rd  British went back and Normalized Gay love and legalized Gay Marriage Here we are still holding on to their colonial era law and stigma around that they left behind as like English language Time is High to revive a Basic Human Right to Love and our Indian culture which also includes in itself LGBT community   PS You dont have to be Gaylesbian to voice out for LGBTQ rights just the way You dont have to be a Woman to supportvoice out for Womens rights                ,non-anti-LGBT,1
Hes exposed that place front of public                ,non-anti-LGBT,1
They are doing making public fully damage                ,homophobic,0
Best ever hearted one Live long Happy in this world Huge Love Best carer                ,non-anti-LGBT,1
Because of society Then the problem is with us because we are part of the society                ,homophobic,0
U r so beautiful Katrina I love u so much and I accept u                ,non-anti-LGBT,1
Prize the lord                ,non-anti-LGBT,1
lol just leave I wont change my perception bcz in my clg life something like this happened to one my frnd I dont wont explain that so I wont support those butt fuckers                ,homophobic,0
HARI HARAN T  Ur watsapp number                ,non-anti-LGBT,1
Nice comment Thanks for supporting LGBT people                ,non-anti-LGBT,1
The judges is a wrong persons so judgement also wrong decisionSo we have to re appele supreme Court                ,homophobic,0
Very Proud of you madhan                ,non-anti-LGBT,1
Thanks to Arun Reporter                ,non-anti-LGBT,1
Waiting fr part 2 video                ,non-anti-LGBT,1
NICE TOPIC I LIKE IT                ,non-anti-LGBT,1
Make a video about laws of attraction                ,non-anti-LGBT,1
Plz give any valuable gift to her True Heart                ,non-anti-LGBT,1
Im a pansexual person  I always wanna be like me and I like people not their GENDER                ,non-anti-LGBT,1
Self experience oh                ,non-anti-LGBT,1
Really great  hattoffs                ,non-anti-LGBT,1
Salute Best prank ever It gave a full respect on her                ,non-anti-LGBT,1
I love how Karthik family is so caring about Varun                ,non-anti-LGBT,1
Malni the great salute                ,non-anti-LGBT,1
Mohamed Ali  497 Its not okay fr me But as far as Ive read adultery can b used as a reason fr divorce so if my partner cheats me I would rather move out divorce rather than blackmailing them with the law As far as Ive understood about relationship a law isnt needed to hold a promise of monogamy                ,non-anti-LGBT,1
How intelligent she is                ,non-anti-LGBT,1
Truly good series happy to see it again n wow Lathif Character is Amazing n nice story We gays should be proud of this n awesome                ,non-anti-LGBT,1
Anna Im crying because ur acting super anna                 ,non-anti-LGBT,1
It is easier for girls to talk openly about this topic than guys You will never get a true answer if you do public opinion in this topic  Most Muslims and Christians Sangi type Hindus less educatedexposed people and egoist males wont accept All they care about is progeny and populationIt takes a lot of emotional intelligenceEQ to  understand and care about human emotions living a false life false marriages divorces psychological issues suicides and depression                 ,non-anti-LGBT,1
I really salute to both                ,non-anti-LGBT,1
Hi I am Joe Please contact    Whatsapp                ,non-anti-LGBT,1
Dont cry pa                ,non-anti-LGBT,1
Really  akka and Anna your are a great people                ,non-anti-LGBT,1
shinchan shinchan  well said                ,non-anti-LGBT,1
Thanks for making this movie                 ,non-anti-LGBT,1
Labeo Rohita thanks bro                ,non-anti-LGBT,1
Gay life very good                ,non-anti-LGBT,1
I think its mental illness Go and consult doctor                ,homophobic,0
I am waiting for your second part                ,non-anti-LGBT,1
Who cry when she dance for him Yes Im crying               ,non-anti-LGBT,1
I am also waiting anna                 ,non-anti-LGBT,1
who created the cell phone  is it natural  No  How can you say  natural  use God name                ,non-anti-LGBT,1
Bible says a lot more But I dont think anyone amongst us lives word by word relating to bible And before quoting these verses that prick and blame others remember to remind yourself the most important verse from bible  love your neighbour as you love yourself                ,non-anti-LGBT,1
J Marie why  They r not going to harm others  they have to protect themselves from people like you                 ,non-anti-LGBT,1
This channel is so proud full this help many poor peaples and more tq s for all helps                ,non-anti-LGBT,1
stupids of the india                ,non-anti-LGBT,1
Nancy jasmine  somighting standing straight for intercouse                ,non-anti-LGBT,1
Some persons only did comments                ,non-anti-LGBT,1
Unga channel la enoda first comment extraordinary work bro chanceless                ,non-anti-LGBT,1
ஐயோ over da  You should know the scientific reason behind iT               ,non-anti-LGBT,1
We want to know about   great king cholan   sleep pharalasis unble to move whilr sleeping              ,non-anti-LGBT,1
LGBT Communities of Chennai  There is more to the life stories of people from LGBT Communities They live among us Trying their best to carve out a life and identity for themselves in a society that is no so approving  Read about their life stories Inside Out  Exclusively          ,non-anti-LGBT,1
krishna kumar  It doesnt matter whether parents accept it or not Every soul in this world has rights to do what they like except illegal things Since IPC 377 has been abolished by our govt LGBT community has rights to express their love and they own respect too                ,non-anti-LGBT,1
377 Its not criminal offence its a dieasesHarmons problem                ,non-anti-LGBT,1
Your are great                 ,non-anti-LGBT,1
Part 2 next year                ,non-anti-LGBT,1
Super brother                 ,non-anti-LGBT,1
Gud advice bro                ,non-anti-LGBT,1
Bro definitely millions  of views  best wishes for u                ,non-anti-LGBT,1
What ever love is beyond everything                ,non-anti-LGBT,1
Bro tell about gaming addiction                ,non-anti-LGBT,1
She looks so beautiful                 ,non-anti-LGBT,1
Male chromosome is weaker than female one So this may be true                ,homophobic,0
vikki hot I am also heamosex                ,non-anti-LGBT,1
Govind svi other country ppls thougt that our country is like other countries but we only know our country is an more culturals and Some special functions                ,non-anti-LGBT,1
Our society is some time very evillll                ,non-anti-LGBT,1
she is so beautiful by heart too  Ive never saw an actress so GROUNDED  Especially when she does make up for VJ Ashiq                ,non-anti-LGBT,1
I believe in todays time The only relationship without lust is between lgbt people Great movie                ,non-anti-LGBT,1
See sir sex intention people not joint with same gender it there natural feeling sir understand that all people not do this some people done this because that type God created them is not there mistake please understand sir                ,non-anti-LGBT,1
Malini has got right point of view and looking handsome                ,non-anti-LGBT,1
super storybut it wont happen in real life                ,non-anti-LGBT,1
LOve doesnt come after deciding wht organ the other person got  love can only see and fall for another heart simple as tht                ,non-anti-LGBT,1
Very good movie Really i too face this problem its very difficult to convince about our identity to others Bcz sometimes they wont understand our feelings                 ,non-anti-LGBT,1
Prayers for Bobbie2009 is the best ever coming out and inspirational movie Ive ever seen Its based on true story about an orthodox family who resfuses to accept their sons identity Its so inspiring that Ive watched 5times Try it                ,non-anti-LGBT,1
Bro vera level bro yappo bro part 2 varum iam waiting bro                ,non-anti-LGBT,1
U r right                ,non-anti-LGBT,1
Adhu animal Also animals ku human language varaadhu so they cant tell u they want to have sex with u Also they dont know wats canned consent                ,non-anti-LGBT,1
Really emotional touch pannitinga Nanba                ,non-anti-LGBT,1
Money minded fair skin people getting everything easily Rich fair high class nowadays all Are gay it spreading nowadays This is recent suitation in India             ,homophobic,0
Wow super my dearest beautifully friends really I love you my sweet beautifully friends                ,non-anti-LGBT,1
Dont act too smart to prove the sin as purity God has created us to live holy life  unless God breaks drakness from your heart and mind you will be speaking like this only SIN IS SIN ALWAYS WHO EVER DOES IT IN ANY CASTE COMMUNITY  RELIGION                 ,homophobic,0
Good morning and Happy Republic Day sir                ,non-anti-LGBT,1
The mivie us Asm                ,non-anti-LGBT,1
Identify what Should they hide it                ,non-anti-LGBT,1
Prateekshaa  Mister Ive read about it more than u Ive read the long judgement of supreme court as well If the courts have given the decision theyve surely done it by reading reports of worlds best medical sciences and too and fro judgement for years now And Ive read many world medical reports on these So I guess u need to be more educated Check ur sources and read properly to get more knowledge Pls dont comment with half baked facts                ,non-anti-LGBT,1
Thanks for your feedback                ,non-anti-LGBT,1
ramz mesh  Youre the actual fool One day Jesus will come and people like you will go to the hell forever Then only you will understand who is the fool REPENT                ,homophobic,0
Subashree Murali thanks macha                ,non-anti-LGBT,1
Tear full moment                ,non-anti-LGBT,1
Part 2 release soon bro                ,non-anti-LGBT,1
Y this girl speaking full of rymes  Y she cant speak normally See that anchor he s speaking normally             ,non-anti-LGBT,1
Grow up homophobic kids                 ,non-anti-LGBT,1
you are great GOD bless you bro               ,non-anti-LGBT,1
Super Vera level thambi I am waiting part 2                ,non-anti-LGBT,1
Bro there is a God who has created you                ,non-anti-LGBT,1
Awesome video if we cant support them even just give respect to them                ,non-anti-LGBT,1
Super acting bro keep it up bro                ,non-anti-LGBT,1
Bro hope Ur family also support this                ,non-anti-LGBT,1
Theru nangai not bad shes good                ,non-anti-LGBT,1
Only swiggy boys in Nungambakkam knowshe is worst and behave like rowdy                 ,non-anti-LGBT,1
Bro Vara level Iam Provide of You                ,non-anti-LGBT,1
Dont worry bro everything will be alright Just wait for that time And dont stop to convenc one day they will understand               ,non-anti-LGBT,1
Man ur so so so so cute man love man U reminds me of my lost friend I respect u a lots                ,non-anti-LGBT,1
Vera level acting super bro                ,non-anti-LGBT,1
Respect to transgender                 ,non-anti-LGBT,1
I think actress Katrina will be apt for ur title Please update ur title                ,non-anti-LGBT,1
754 to 805 am crying anna  vera level                ,non-anti-LGBT,1
That transgender is good hearted yaar and hats off to his acting da Semma da                ,non-anti-LGBT,1
She look gorgeous                ,non-anti-LGBT,1
Stay homestay safe                ,non-anti-LGBT,1
I need gay life partner                ,non-anti-LGBT,1
What is stright                ,non-anti-LGBT,1
Its crt only its their own choice                ,non-anti-LGBT,1
Rizwan Mn Ya i will msg u whatsapp soon Inforn we chat msg whatsapp Ok             ,non-anti-LGBT,1
Proud of you Amma                ,non-anti-LGBT,1
Culture determines our next generation  these kind of things will spoil our future generations                ,homophobic,0
Mathi Azhan  number                ,non-anti-LGBT,1
Hey seriously I thought She was a Transgender                ,transphobic,2
Visuvanathan swamynathan  thanks Viswanathan everything is in our hand we should be confident in what we are doing what ever u said I too faced everything in life but now a better person in society my kind advice never ever depend on others then nice chatting with you                 ,non-anti-LGBT,1
The worst thing a person could go through is loneliness and being cornered I think every person is different and special They have their own beliefs unless and until it doesnt harm anyone i feel its ok let them be the way they want its high time we start accepting all kind of people im not just talking about homosexual let me remind the society one thing the society is us everyone are part of society the change should come within you first then the society will change                ,non-anti-LGBT,1
Great movie and it is very well taken The music by Gautham is so very good with the right tone and emphisis Dilip And me thoroughly enjoyed watching it to the last minute The time and patience withe diversity in human creations was put forth in a very positive manner seeking the understanding and blessings of the parents                ,non-anti-LGBT,1
You look a bit like TV actress Vani Bhojan You have gone through so much Sennila be brave much love and blessings to you                ,non-anti-LGBT,1
Yes thank you                ,non-anti-LGBT,1
Malini  Wat justice you give for  innocent  people betayed by homosexuals like u                ,homophobic,0
Vera lvlyaaaSo many goosebumps moments in this videoHats off to your workSoon You will be the top prank channel in tamilAdvance congrats                ,non-anti-LGBT,1
Keerthana Jayavel Will u parents accept it               ,non-anti-LGBT,1
This is best pranks show                ,non-anti-LGBT,1
This comes from devil not from God                ,non-anti-LGBT,1
Title should have been alghan Latif good actorgood voice I love him                ,non-anti-LGBT,1
Is going against nature right Destroy the nature who is going to suffer In the same way this law will show its bad impact very soon  people who are bound to family and culture keep your children safe  teach them the value of nature from the childhood because the future is going to be worst because of lgbt freedom                ,non-anti-LGBT,1
She is so pretty                ,non-anti-LGBT,1
Diversity exists Differences exist You need to embrace it You cant act like there is no such thing Acknowledge them and accept them You cant close your eyes and hope that the world is star spangled awesome                ,non-anti-LGBT,1
I do not judge him or herEvery human may have spirits that live with themTB Joshua delivered the person with a man spirit t  a woman making  them a man  and a woman spirit  a man making them a woman Prophet  TB Joshua  delivers them and set them freeNow they live in a normal life with Jesus Christ                ,non-anti-LGBT,1
Muhammad AzeemSH  Im an mbbs students ppl have researched on the basis of homosexuality and found that a certain locus in the x chromosome is responsible fr a persons homosexual tendencies which is expressed thru epigenetics So there u go The so called scientific proof u needed coz u cant mind ur own business                ,non-anti-LGBT,1
bro  live as You wish Good luck                ,non-anti-LGBT,1
What is the meaning of physically harrassed child I cant understand                ,non-anti-LGBT,1
A Bold step was taken by Maniji to give a strong message to the society in a beautiful way Latif and Harishs dad have done a great job Kudos                ,non-anti-LGBT,1
Unconditional love amma   I love you amma  ethan sir கடவுள்                ,non-anti-LGBT,1
Y this video too late bro                ,non-anti-LGBT,1
Sharath S yesa big thumbs up                ,non-anti-LGBT,1
The crew has done the greatest work in tamil industry Hats Off to the crew members well done Thanks for uploading this movie                ,non-anti-LGBT,1
Storyline 100 Acting  100 Emotions  100  Over all its a movie that everyone should watch            ,non-anti-LGBT,1
Any lesbians or gays here                ,non-anti-LGBT,1
They are equal to God so give respect for transgender people                 ,non-anti-LGBT,1
Societys words r induces them 2 suicide It should b stopped                ,non-anti-LGBT,1
Semma acting thalaiva                ,non-anti-LGBT,1
Thank you so much                ,non-anti-LGBT,1
Vas im  LGBT means Lesbian Gays Bisexual Transgenders They r form of alternate sexualities U can read abt them in WHO website or from indian or american psychiatric association websites Hope u know how to read                ,non-anti-LGBT,1
Ur post are awesome bro                ,non-anti-LGBT,1
Balamurugan M  I dont worry why mobile number here                ,non-anti-LGBT,1
Ithu ovvoruvarinathum thanippadda viruppam                ,non-anti-LGBT,1
I love this I mean Seriously Could u post this friggin everywhere Ready Set Go                ,non-anti-LGBT,1
Aww she is so cute compare more boring face girls                ,non-anti-LGBT,1
I want heart from tmp                ,non-anti-LGBT,1
Anna front and front super anna                ,non-anti-LGBT,1
Yes animals not doing like that  then one more do you resently what happening in chennai 8 year girl was rebed to 13 jens just think about which doing like that i think animals better to yours                ,homophobic,0
how body building dtarts                ,non-anti-LGBT,1
Bro vera level very good try Keep it up                ,non-anti-LGBT,1
Talk about the cultures and the festival celebrated in the whole india                ,non-anti-LGBT,1
I dont agree with homosexuality because I am not homosexual but if people are like that let them be who they are Its not about culture it about the heart and who you love dearly Thats all I have to say and we respect each other for who they are                ,homophobic,0
Nice concept  hatts off u bro                ,non-anti-LGBT,1
Supper sister God bless you family                ,non-anti-LGBT,1
Bro i am waiting for part 2                ,non-anti-LGBT,1
915 Is that a smirk Im seeing                ,non-anti-LGBT,1
I dont know how my life will go But I know My life will be like this movie I will be with my mom and with my family Love u  mom Love u my sweet  hasbend Im waiting for u baby                 ,non-anti-LGBT,1
Dude all ur videos are too good Im eagerly waiting for your next video  Repeatedly listening to the videos again and again Awesome dude                ,non-anti-LGBT,1
Really weird hate those unhuman man                ,non-anti-LGBT,1
I think its scripted episode but good                ,non-anti-LGBT,1
black sheep  I am the Director of that film                ,non-anti-LGBT,1
Tamizh is the oldest living language but not the oldest There r others the old brami script indus valley script egyptian mesopotamian otherw                ,non-anti-LGBT,1
514 the way she winked                ,non-anti-LGBT,1
Iam ur new suscriber this videos awsome                ,non-anti-LGBT,1
Vantalunga Uber cool feminist hypocrites Always talking about LGBT and other shitt                ,homophobic,0
No more words  Sago                ,non-anti-LGBT,1
Bro Vera level Acting Arumai                ,non-anti-LGBT,1
No hate feeling in gay boy                ,non-anti-LGBT,1
Human being person Not forced this kind of people We are dont care about the Male or female just human being                ,non-anti-LGBT,1
who need to stop this because my friend is like this                 ,non-anti-LGBT,1
Finally they got freedom let them live happily                ,non-anti-LGBT,1
Dont worry akka ur dreams will come true                ,non-anti-LGBT,1
Thanks for the video mani brother                 ,non-anti-LGBT,1
Perumalwatch this video with ur familylater we comment abt ur statement                ,non-anti-LGBT,1
Sanjiv a I m extremelyJust because she cant have straight  relationship that doesnt mean she cant have any other option Besides that it is her wish and why are u forcing her to be something that she not into Dont u think u violating her privacy                ,non-anti-LGBT,1
Cine field actors are not hero You are the evergreen hero I really impress your  Motivational speech Bro  Keep it up you will sucess in each and every minute congratulations bro             ,non-anti-LGBT,1
If only she have changed her voice cord she would have looked perfect overrall                ,non-anti-LGBT,1
Video about match fixing in cricket especially match fixing in 2000 Ind vs SA series                ,non-anti-LGBT,1
Part 2 waiting                ,non-anti-LGBT,1
Malin darling love you lots                ,non-anti-LGBT,1
In this world the most kindness human being is transgender                 ,non-anti-LGBT,1
i salute i am not interested and opposed to same sex relation but this film takes few minutes to thing what is wrong with those person they are also human being we have to sry i hav to respect those persons   At any point of time dont hesitate others feelings and love             ,non-anti-LGBT,1
Im sure people dont like the title of this video Its obvious this channel did it for clickbait but it can be used in a positive way as well For people that are transgender or going to become transgender this video can be a motivation that transgenders are able to rise from all challenges and be happy and successful                ,non-anti-LGBT,1
Thank you for ur loving 5 years age you was taken this film but am seen today only                ,non-anti-LGBT,1
I  love this movie                ,non-anti-LGBT,1
this was good great                ,non-anti-LGBT,1
jesus baby  Hi                ,non-anti-LGBT,1
Very nice your feeling will be good                 ,non-anti-LGBT,1
Expecting the changes                ,non-anti-LGBT,1
how to become a professional socccer player plz bro                ,non-anti-LGBT,1
absolutely u r right bro                ,non-anti-LGBT,1
Liked this film very much Happy ending is such a rarity in gay themed films                ,non-anti-LGBT,1
Pls do change the title for god sake                ,non-anti-LGBT,1
Transgender many people good only                ,non-anti-LGBT,1
Vara level acting bro                ,non-anti-LGBT,1
How many of you know she is better than meets mithun super model                ,non-anti-LGBT,1
While watching my eyes become tears                ,non-anti-LGBT,1
Really heart touched performance hats off you                ,non-anti-LGBT,1
Habeeb Aslam oh please  there is nothing called eternal hell god is not cruel stop reading all these bullshits                 ,non-anti-LGBT,1
Nice story and nice characters                ,non-anti-LGBT,1
Nice engaging movie on gay love  Companionship and compatibility are more important in conjugal relationships than just bearing children to perpetuate the family tree                ,non-anti-LGBT,1
We are a like this movie Its very inspirational movie   waite for part 2 or next movie                  ,non-anti-LGBT,1
how about me  do i look transgenders                ,non-anti-LGBT,1
DRAGON BALL FAN  I know actually And I know whats a condom Thanks fr the info buddy but Im monogamous so I assure u neither I nor my future partner are gonna cheat Also I will always use a condom                ,homophobic,0
We are waiting for part 2                ,non-anti-LGBT,1
I was heart touched when u cry                ,non-anti-LGBT,1
Still not prove it is not natural if they can prove they will ask legalize                ,non-anti-LGBT,1
Karthik Karthik  Hi kaarthick iam karthick                ,non-anti-LGBT,1
U r lucky to born at India sister  Here at my country big issues going on Our islamic friends against  LGBT community                ,non-anti-LGBT,1
Wow    Look at her attitude  and how cool she handles things just like that  Lover her Chennai slang                 ,non-anti-LGBT,1
Great explanation                 ,non-anti-LGBT,1
Muhammad AzeemSH   but now adultery is legalised na                ,non-anti-LGBT,1
One of the best video bro vera level                ,non-anti-LGBT,1
good attempt  latifs acting was good                ,non-anti-LGBT,1
Thanks for choosing this topic                 ,non-anti-LGBT,1
Super Bro I am waiting next vediounga hangout ID solluga bro                ,non-anti-LGBT,1
Congrats to Vikkimedia and full Team of the movie                ,non-anti-LGBT,1
RAVI RAGUL already done that topic by madan gowry                ,non-anti-LGBT,1
Very nice natural thanks bro                ,non-anti-LGBT,1
Social work continu bro                ,non-anti-LGBT,1
ashok kumar  crct thaa broI have a huge respect on them even tho this video is scripted I like this concept                ,non-anti-LGBT,1
Malini ask questions why u can give answer because is true every body gives comments is very bad but u think after u get answers I support                ,non-anti-LGBT,1
Please dont worry he will definitely come back to u  I prey to the god                ,non-anti-LGBT,1
Super true speech good                ,non-anti-LGBT,1
I should agree that im seriously shocked to see someone come out in tn in a good way though Keep going We support you                ,non-anti-LGBT,1
Vignesh Gv tamizha tha bro                ,non-anti-LGBT,1
Sema bro  Part 2 waiting bro                 ,non-anti-LGBT,1
