text,category,label
आपका समझाने का तरीका बहुत ही अच्छा है सर हर एक टॉपिक को बड़े बेहतरीन तरीके से समझाते हैं,non-anti-LGBT,1
"earlier, I thought u got good mindset but rn ehhhw you calling is abnormal!??",non-anti-LGBT,1
Me lesbian hu,non-anti-LGBT,1
Marwaega ka screenshot leke ghar me bolenge yahi sab padh rahe ho.,non-anti-LGBT,1
Sir apko yhi nhi pta hai ki there is a huge difference in between GENDER and SEX. ....lol..........,non-anti-LGBT,1
"Yes 
This is seen in some gorillas , monkeys , giraffe , dogs , and some birds 
It is natural",non-anti-LGBT,1
Ye koi bimari nahi hai dost,non-anti-LGBT,1
Sir intersex me ak hi person dono ling hote hai penis or virgina ...or hota hai to ak male ya female me 2 gupt ang kese manage hoge ....kyoki space to 1 gupt ang ki hi hoti hai,non-anti-LGBT,1
" @rajeev ranjan  who is this indian industrialist ?,can you name him plzz",non-anti-LGBT,1
 @ज्योति शर्मा  Bilkul aapko haq he ...but jede aapko he wese hi hume bhi he humare baat rakhne ka haq,non-anti-LGBT,1
Aapne queer Ke bare me nahi bataya kya hota queer ?,non-anti-LGBT,1
 @Ram Kumar   isliye proper information hona important hota he... Cz LGBTQ community me anewale log koi patient nhi hote he jinko ap treat kroge thats a normal personality trait... Agar aj bhi yaha survey kiya jaye to bohot se log is community se belong krenge and I always says that IT'S NOT A CRIME😊,non-anti-LGBT,1
Sir bhim rav ambedakar ke baare me video banaye,non-anti-LGBT,1
Sir testosterone level KO kaise thik kare  kya khaye or kya avoid kre,non-anti-LGBT,1
Femboy bhii hota he sir,non-anti-LGBT,1
 @sk  lgbt nhi hai ye,non-anti-LGBT,1
Thailand mein jyada couple gay hote hai,homophobic,0
male female ko disorder isleye nahi kehte h kyunki usse off springs nikalte h hamare genes ke. Par vo chiz LGBT me nahi hoti na,non-anti-LGBT,1
HOMO SEXUAL LOGON KO MANSOPCHAR TADNYA KE PAAS JAANE KI SALAH KYON NAHIN DIYA JAATA,non-anti-LGBT,1
Gourav mujhe bahut pasand thaaa yrrrr❤️☹️,non-anti-LGBT,1
"gay hona koi bimari nahi he .ye natural he.koi bhi dil or Surat se beutiful ho uspe dil aana wo chahe sexually ho ya koi or chahat se .,wo swabhavik he jahaz he",non-anti-LGBT,1
Plz make videos in English.,non-anti-LGBT,1
"Baayka'; ""purush"" zhaalya aahet assa ek hi 'video' nahi aahe naa?, pan 'purush' ""baayka"" zhaalela video aahe?, pan 'evadha' saagla aasoon dekhil purushanchyaa, ""navane"" khade, phodayche chal le la aahe!!!!!!!,..............????????",non-anti-LGBT,1
" @ã   Inbreeding depression bolte h,  scientifically proved h....  Qurn kitab ke kido ko samajh nhi ayega",non-anti-LGBT,1
Last may jo aap bol rahe h usko follow b Karo khud ladke hoke ladki ki awaz nikal rahe ho,non-anti-LGBT,1
Pahli bar sir samj me aya 🙏🙏,non-anti-LGBT,1
Aesa nahi hh...but jo larki hai unko larka bnna psnd h jo larke h unhe larki bnna psnd .h to wo.apni.life aage jee skte hhh.....isme koi galt bat ni haiii....or hum or ap norml h jo normal nhi h unse  pucho unhe kaisa feel hota h,non-anti-LGBT,1
Mota maal,non-anti-LGBT,1
Shadi bi kon karta hai yaar kahanse milte pata bi nahi,transphobic,2
 @Lata Gidwani  देखती हूं,non-anti-LGBT,1
Bahutai Dhansu Video hai bhai Upsanhar News Apka,non-anti-LGBT,1
Suchchi,non-anti-LGBT,1
Haan😂!!,transphobic,2
Sir tom boy  hetro sexual mai aate hai or homo sexual mai,non-anti-LGBT,1
"totttaly agree with uh brp..
pta nhi kya dimag me aata hai apni body ke saath khilwar krte h..",non-anti-LGBT,1
Naa sirji aapka concept ee wala subject me clear naa hau,non-anti-LGBT,1
" @Nakul Das  Fyi gays namard nhi hote,ek male ki sari qualities hoti hai bas attraction males ki taraf hoti hai",non-anti-LGBT,1
 @Savage Diva  hamne suna hai  ki jo apne aap ko jayada akal mand kehta hai we log to sabse bade murkh hote hai sister,non-anti-LGBT,1
"Kon kon LGBT community vale dekh rhe ho please like here 🏳️‍🌈👍
👇
👇",non-anti-LGBT,1
ek tarfa style hai guru ji k pdhaane k .. maan gye guru ✌️,non-anti-LGBT,1
Sir Aap live kab padhete hai,non-anti-LGBT,1
"Jo bhi hai harmonal, mental...unhone pehle hi bol diya tha ki dukhi mat hona...",non-anti-LGBT,1
" @LIMITED GAMER  bhot h bhai aapke Or mere jese , or ye hame homophobe transphobe kehte h😂😂 USA m bhi inke oppose kra gya h watch Ben shapiro. He oppose this",non-anti-LGBT,1
#Narendra kalasua nahii kue ke uska utras nahi hota,non-anti-LGBT,1
"bas ek baat batao,

ye mard hai ki janana?",non-anti-LGBT,1
Bhai ji os ko ladki ko kya kehete hai jiska guptag hota hai...,non-anti-LGBT,1
Thank you very much Guruji for information 👍,non-anti-LGBT,1
 @Eren Yeager  you are trying to educate me regarding lgbt topic but then your first words are “ bts gay”…😑…Tuh pehle sides decide karr..,non-anti-LGBT,1
Ekdam sahee,non-anti-LGBT,1
Lesb gay ya bi ye koi chhakar hi hota hai,homophobic,0
Sir ye sahi nhi hai lgbt wale rangdar k tarah train me manmana paisa mangte hain family k samne kahi v gandi aslil tarah se krte hain kahi v nanga ho jate hain esko kaise sahi maan sakte hain ....job to wolg k liye v option deta hai transgender wale v form bhr sakte hain wolg Jan bujh k khud ko alag dikhate hain,transphobic,2
"ghareeb  ko  chahiye  ,  do  waqt  kee  roti  ,  bane  ""muslim  rashtara""  ya  ""hindu  rashtara""!",non-anti-LGBT,1
"जय हिंद सर आपने बहुत ही अच्छी जानकारी दी है तहे दिल से धन्यवाद

जो यह रोग से पीड़ित हैं उन्हें कौन से डॉक्टर से सलाह करके इलाज कराना चाहिए सो भी बताइएगा

इस रोग से बाहर आ सकते हैं क्या
क्या यह शारीरिक दोष समझ के स्वीकार कर लेना चाहिए
कृपया बताइएगा धन्यवाद",non-anti-LGBT,1
Hr chij me pyesa lgta h to isme bhi lgega,non-anti-LGBT,1
Sir lesberian female ki mentally change nhi kar sakate h kya  koi consular ke jariye .hamare mohalle me ek tom boy ladki rahti h,non-anti-LGBT,1
"Sex organ means gamete producing organ i.e. testies (andakosh) in male OR ovary(andashay)... 
Transgenders don't have these.",non-anti-LGBT,1
I'm gay from up North hamne kabhi apna nahi soncha onli ma bap ko khush dekhna chahta hu isliye kabhi kisi ko bola nahi ab kam ki talash hai kisi maim ya Sir ko family draivar ki zarorat hai to bolna pleez mujhe khana bhi banana aata hai shukriya,non-anti-LGBT,1
 @Sabita Hansda  tumarhe parents tumhe moral values sikhana bhul gye,non-anti-LGBT,1
Mard se aurat bane ine logon ne kya abhi tak koi bacche paida kiye Hain ya nahin,transphobic,2
"Sir ji apka transgender wala topic wrong h ,, transgender or kinnar alg h,,,, transgender means jo apna xender purus se mahila or mahila se purush m paribartan karta h by operation,",non-anti-LGBT,1
Sir ap ko dil se salute,non-anti-LGBT,1
Mujhe bhi apna ling chanj karwana hai,non-anti-LGBT,1
Natural to bilkul ni h ye...agar koi janm se andha lngda paida hota h..ya khud se roshni chli jati h...to kya usko illness ni bologe?,non-anti-LGBT,1
सर आप किसी भी टॉपिक को बहुत अच्छा समझाते है....,non-anti-LGBT,1
Bahut Achha explanation 🏵✍️,non-anti-LGBT,1
Jiya ho Bihar me lala bahut achaa samjhi ha ha khan sir,non-anti-LGBT,1
Sir jaruri nhi ldka attact h to dusra ladka attacrt ho jaye,non-anti-LGBT,1
सर इंटर सेक्स वाला है वो कैसे किसके साथ सेक्स करेगा,non-anti-LGBT,1
"He's wrong in this topic. Stop idolizing him. He's not educated enough about gender identity, queer Or LGBTQ+ community.",non-anti-LGBT,1
Tumhare  zamane mai rog hoga is zamane mai nahi hai update kar lo khud ko,non-anti-LGBT,1
Daya ben voice over kr rhi h is video ka🤣😂,non-anti-LGBT,1
Meko aaj samjh aya re baba.,non-anti-LGBT,1
Natural to bilkul ni h ye...agar koi janm se andha lngda paida hota h..ya khud se roshni chli jati h...to kya usko illness ni bologe?,non-anti-LGBT,1
"If you don't have enough knowledge on a particular topic, just don't make video about it. Get a medical degree before calling homosexuality as a "" Mental disorder """,non-anti-LGBT,1
Thanks sir i randomly found this video but this is super..i used to  be confuse every time when i read about them any where but now my concept is clear...,non-anti-LGBT,1
जो इन्टर सेक्सुअल होते है क्या वो किसी लडकी या लडके से या दोनो से बारी बारी सेक्स कर सकते है और वच्चा हो सकता है,non-anti-LGBT,1
Mentally disorders Nahi hota hai 😂 hormones ki waja se hota teacher ji phele khud Tu Sahi information collect karlo😂😂😂😂,non-anti-LGBT,1
"Mujhe 🙃
I acpt myself",non-anti-LGBT,1
Khan sir  ap great ho,non-anti-LGBT,1
Tera appreciation manga kon ?,non-anti-LGBT,1
Bhagwan dushman k saath bhi na kre ye sab....,non-anti-LGBT,1
अबे यार गूगल पर डालो तो साला समझ है नहीं आता सही से।पर आज सब आ गया 👍🙏🙏,non-anti-LGBT,1
Ab jankari juta hi liye to try krke dekh lo,non-anti-LGBT,1
 @Aryam  iske cause bhi pata honge tabto?,non-anti-LGBT,1
Apko Esme bohat interstate he sayad😀😀,non-anti-LGBT,1
12 ki live class kb chalti h please btaiye,non-anti-LGBT,1
"जय हिंद सर आपका बहुत-बहुत धन्यवाद
आमिर खान का एक सीरियल आता था सत्यमेव जयते उसमें भी यह सवाल उठाया था",non-anti-LGBT,1
Taki sb confused hoke pgla jaye.😐,non-anti-LGBT,1
"Jab XX  XYL Mil Jaata Hai 
Tab Gay Paida Hota Hai

XX in MALE
XY in Female
L in Lib
= Neutral

XL = नामर्द
YL= बांझ औरत (Rare )",non-anti-LGBT,1
depends tomboy sirf ek term hai ye koi sexuality nhi hai,non-anti-LGBT,1
Waah guru waah bohat asha samjate ho aap,non-anti-LGBT,1
"Thank u sir, mughe isme  bahut confusion lekin ab khatam ho gaya",non-anti-LGBT,1
"Isse jyada koi nahi smjha skta..!!
😊😊",non-anti-LGBT,1
Sir bisexual m dal sakte h. Qya jaise earthworm 🙏🏼🙏🏼,non-anti-LGBT,1
Transzender nahi samjhe,non-anti-LGBT,1
Nikki to sakti m aa rhi h heer ki nand ban kar sayd,non-anti-LGBT,1
Yes... Jabse insaan ka astitva raha hai,non-anti-LGBT,1
Khan Sir Aap Mujhe bahut pasand hai,non-anti-LGBT,1
🤣🤣🤣🤣waaah kya samjhaya h,non-anti-LGBT,1
"Hamare desh ko samajik sudhar, sahi soch ki bahut jarurat hai",non-anti-LGBT,1
"Kinnar, hijada, chakka 😂😂😂😂😂😂😂😂 desi language OP 😂😂",transphobic,2
Bhagwan ka sukra manaiye ki aap ko bhagwan ne sahi paida Kiya hai. Kya bat boli hai sir aapne,non-anti-LGBT,1
10 million kar do khan sir kai ❤️❤️,non-anti-LGBT,1
"Sir beshak aapne pura topic cover kar liya. But out of respect I would like to add some things :- 
1. Transgender bi 2 tarah ke hote h - MALE transgender(jinki body male ki lekin private part female ka) & FEMALE transgender(body female ki aur private part male ka)",non-anti-LGBT,1
Sab ladke ladki bne ...par koi ladki ladka nhi bani😂,non-anti-LGBT,1
Respect her...she is so knowledgeable person..aysa lag rahi hai unke baaten sirf sunte jau...wow...God bless ..actually  kinnar kuchh nehi hota ..sab ham insaan hai,non-anti-LGBT,1
 @rajeev ranjan  एक काम करो भाई आप आप लड़का से लड़की बनजाई translet कर के किया दिकत है,non-anti-LGBT,1
 @Rahul Mittal  🙏🙏,non-anti-LGBT,1
"कबीर, मानुष जन्म दुर्लभ है मिले न बारंबार तरूवर से पत्ता टूट गिरे बहुर न लगता डार।।",non-anti-LGBT,1
"purani video hai , nayi video dekho usme accha hai",non-anti-LGBT,1
Itna gyan kah a se laye sir,non-anti-LGBT,1
Normal topic hai bro - tumhare liye new ho ga,non-anti-LGBT,1
Sir non binary kya hota hai,non-anti-LGBT,1
Do your homework before making a video on sensitive topic,non-anti-LGBT,1
"please remove these two vulgar words -  हिजड़ा, छक्का 😡😡😡😡😡😡😡 this is totally disrespectful",non-anti-LGBT,1
"Being lgbt is not a mental disorder, this guy needs to educate himself!! I'm a lesbian and a very very proud one! I am as normal as everyone else! And yeh kam nahi hota hai, itna ghatiya samaaj hai ki log apne andar ghut te rehte hain bata nahi pate.",non-anti-LGBT,1
"Sir merko naa to ladki passand aa rahi hai aur na ladka.

Khadda bhi ho jaata hai..😂😂😂😂😂


Doctor ke paas jaaun kya?😑😑",non-anti-LGBT,1
 @Juhi sha  jaky fir khud puchoo allh se Kyu banaya  inko chakka...waisa b Jo alaah. Janta hai woh koi nhi janta,non-anti-LGBT,1
 @Anurag Pawar   Abe To Kya Hua Fir Bhi to samajh a Raha Hai Na Sabko Aisa To Nahin kya samajh Nahin Aata hoga han aur Gyan kisko de raha hai tu Tujhe Kuchh bola kya Teri Itni Kyon jal rahi hai,non-anti-LGBT,1
"चाहे जो हो धर्म तुम्हारा चाहे जो वादी हो 
नहीं जी रहे अगर देश के लिए तो अपराधी हो ।🙏🌺🌺🌺🌿",non-anti-LGBT,1
"Nice explanation ... Hame in logo ki respect krni chahiye qki ye bhi hmare samaj ka hissa h.
Pr kuch mansik roop se bimar log inhe inke hi samaj m rhne se rokte h inhe vanchit rakhte h or bhul jate h ke ye samaj or vatabaran jitna unka h ,utna hi in logo ka,. Mansik roop se ye log bimar nhi h, balki vo log bimar h jo normal hote hue bhi inke sath abnormal pesh ate h , yr ye bhi insan inhe bhi us nature ne banaya h jisne hme .. Thodi to respect kia kro",non-anti-LGBT,1
"Sir, male male se kaise hoga.... Loha loha takrayega to chingari niklegi",non-anti-LGBT,1
"Sir , Usko kiya bolte hei ..jo operation karke Ladka see ladki banke Shadi boy se kar leite hei ...kiya wo 3rd gender hei ..meine toh ushe transgender samja thaa ...🙄🙄🙄 3rd gender train mei milnewale ko",non-anti-LGBT,1
"Please
Inter-sex फिर से समझाए",non-anti-LGBT,1
Bhai tuje konsi bimari he. Mentally ya physically wo bhi bata,non-anti-LGBT,1
Bilkul sahi kaha,non-anti-LGBT,1
Kisi ladki ko ladko ki aur dekhana bura mana jata hai isiliye phir woh ladkiya ki aur attract ho sakti hai ya,non-anti-LGBT,1
" @Kishori Ji  Tumhari soch etni gawaro jaisi hai... Homosexuality se Kya ho jayega... Apni purani soch ke Sath Jio.. Tum
 you can't growing your self... Kya matter karta hai.. Sabki apni personal life isse Kisi ko kya dukh hoga... And don't think ...im not agay because I'm married I have my own kids 😎",homophobic,0
Ghar wale maarenge ya datenge but they will save you from any condition … and they are the only one who will standup at any cost nor your friends… talk to them ❤,non-anti-LGBT,1
Jai hind sir,non-anti-LGBT,1
Aawaz record achi nhe hoi,non-anti-LGBT,1
सर फीमेल फीमेल कैसे रिलेशन  बनाती है,non-anti-LGBT,1
खान सर जी इस कलयुग में सब कुछ इधर-उधर हो गया है बताएं आज के डेट में लोग कुत्ता कुत्ते गाय भैंस गधा किसी को नहीं छोड़ते इसका प्रभाव क्या है वैसे तो हर एक प्रजाति को अपनी प्रजाति के प्रति ही लगा होना चाहिए लेकिन यह क्या है कि लोग किसी भी जीव को अपना आधार बना देते हैं और हवस मिटाते हैं,non-anti-LGBT,1
Bisexuality sabse jyada khatarnak he. Na iss paar na uss paar.,non-anti-LGBT,1
Phir gender change krvate h Vo kis category me aye honge??,non-anti-LGBT,1
Mai Hindu  hu  but  mai  saare  videos  dekhta  hu...aur  khan  sir  ko real  Indian  deshbhakt  ki  tarah  dekhta  hu...the  real  hero,non-anti-LGBT,1
 @Harshwardhan Bhadane  kya kah rahe ho sisy kya he Mera bf tha per abhi brekap ho gaya or usko ladkai pasnad he or vo sirf sex k liye muzhe use Kiya or muzhe usane sirf paiso ki help ki thi vo bhi abb kah raha he ko ab mene mesej kiya to vo police case karega usane muzhe paiso ki dhamki de alag kar diya pr muzhe barabad,non-anti-LGBT,1
Bhut km nhi bhut log h...homosexual 😂 khud bahar nhi aate sir,non-anti-LGBT,1
Sir i still have confusion with inter sex 🤔,non-anti-LGBT,1
Bn gye h  transman ka hmara group h,non-anti-LGBT,1
Aapko Dil se Dhanyawaad Sir Itna Kuch Samjahne Ka Liye ❤️,non-anti-LGBT,1
"Haa sahi kaha,
But muzhe to ladki ke sath hi hai but ladki milti hi nahi😔😔",non-anti-LGBT,1
aisa bh hota hai koi ldki ho...woh ldka bnna chaa raha ho...yaa woh dikhh bilkul ldki ki trnh raha ho....pr uski lowwr body ldko ki trnh ho....kya je possible hai??? kahi woh ldki ....transgender toh nahi??? if someone knows plz rply me...agr trtmt possible thn also rply me,non-anti-LGBT,1
Very good. Bahut achha samjhaya,non-anti-LGBT,1
Bhagwan ka shukr sahi  salamat paida kiya aani bat sir,non-anti-LGBT,1
"Fake hai bhai, pura toh english mein bola, jis ko English samajh na hai unko to samjha rahi hai.",non-anti-LGBT,1
Mujhe to bilkul bhi interest nai hai shaadi me. Mujhe female jaisa banna pasand hai.,non-anti-LGBT,1
"Sir I feel I m bi sexual, 
पता नहीं हु या फिर वो मेरी हवस थी",non-anti-LGBT,1
 @sk  isa foreign country me bhi hota hi but vo log dimaag se bhut sankirn ho gaye hi . Or kanun Kya hi sabse bada uparwaale ka kanun hi . Bible kahati hi ye galat hi. Bible ke anusaar isa karna galat hi ise log narak ki aag me daale jayenge.,non-anti-LGBT,1
khan sir ye shemale kis group me ate hai. jinke pas breast hota hai aor penis v hota h. aor wo body relasn v bana sakte hai???,non-anti-LGBT,1
 @Manoj Ji  bhai develop hi nhi hua toh issliye lactation bhi nhi hota. Sunaa karo sir kya bol rhe hai.,non-anti-LGBT,1
asexual,non-anti-LGBT,1
Khan sir salute,non-anti-LGBT,1
sab kuch thik tha... bs ye rog nhi hai... 4:26  bhagwaan ki banawat hai... prakritik hai.... Aur aap bhot ache video bnate hai..  bnate rahiye,non-anti-LGBT,1
Inter sex baby hoga,non-anti-LGBT,1
 @hey  how you doin,non-anti-LGBT,1
Transgender or Transexual b bta dete jb itna btaya aapne to...,non-anti-LGBT,1
" @Krishna K. B.   chacha, class 1 me hoke ese badon ki baatein nehi karte. Spelling toh aati nehi aaya bada baat karne harmonal 😂😂😂",non-anti-LGBT,1
"Mera soch kahata hai
Aapke jaisa dusara teacher to hai hi nhi sir ji 
Bahut aasan bhasha me explain karte hai aap 
Jo aapke samjhane se nhi samjhega usko koi nhi samjha payega.",non-anti-LGBT,1
Yep- I am bisexual myself 😌👑,non-anti-LGBT,1
Insano ka kaam khali bcche peda krna hota h khud li life jine ka hk nhi h??,non-anti-LGBT,1
Kas ldki v ldka ban skti thi,non-anti-LGBT,1
Kuch bhi,non-anti-LGBT,1
Kya lesbian ko periods hoti haii ??,homophobic,0
Sir sab natural hota hai . nature khud ko balance karke chalti hai animal human sabme ye sab normal hota hai........taki population balance rahe isme koi khoon kharaba nahi hota hai...aur ye kam  dekhe jate hain 😂 ..par kam hote nahi hai .....yaha priwar ke liye sab chupa lete h yaha.. agar sabka adhikar hota samaaj me to population automatically control ho jaati aur jo bache aanath hai unko ghr milta ...... Par yaha sab befkoof hai,non-anti-LGBT,1
 @LIMITED GAMER  bhai tu kamasutra ke baare me bhul gaya wo bhi india ke culture se hi aaya tha . Kabhi kabhi apne chhote se bulbule se bahar nikala kar😂,non-anti-LGBT,1
Sir shemale pe bnaye veideo,non-anti-LGBT,1
Achha hai nahi hota 🤪🤪🤪,transphobic,2
Nice awareness about gender,non-anti-LGBT,1
"Come on grow up, ye LGBT koi beemari nahi,",non-anti-LGBT,1
Kas aapki soch jaisi puri dunia ki hoti tb sayd log hme samjh pate sir ji,non-anti-LGBT,1
"🙏 
आज तक मैं सभी को हिजड़ा ही समझता था",non-anti-LGBT,1
Bhagwan dono hote h,non-anti-LGBT,1
कल बकरीद है। बेजुबान गोट्स को बलि से बचाए।ये गलत परम्परा को बंद करने के लिए अपील कीजिए।,non-anti-LGBT,1
Bahut badhiya sir ji . Doubt clear👍❤️,non-anti-LGBT,1
