text,category,label
Super brother                 ,none-of-the-categories,4
Gud advice bro                ,hope-speech,3
Bro definitely millions  of views  best wishes for u                ,counter-speech,0
What ever love is beyond everything                ,none-of-the-categories,4
Bro tell about gaming addiction                ,none-of-the-categories,4
She looks so beautiful                 ,none-of-the-categories,4
Male chromosome is weaker than female one So this may be true                ,homophobic-derogation,1
vikki hot I am also heamosex                ,none-of-the-categories,4
Govind svi other country ppls thougt that our country is like other countries but we only know our country is an more culturals and Some special functions                ,none-of-the-categories,4
Our society is some time very evillll                ,none-of-the-categories,4
she is so beautiful by heart too  Ive never saw an actress so GROUNDED  Especially when she does make up for VJ Ashiq                ,none-of-the-categories,4
I believe in todays time The only relationship without lust is between lgbt people Great movie                ,none-of-the-categories,4
See sir sex intention people not joint with same gender it there natural feeling sir understand that all people not do this some people done this because that type God created them is not there mistake please understand sir                ,counter-speech,0
Malini has got right point of view and looking handsome                ,none-of-the-categories,4
super storybut it wont happen in real life                ,none-of-the-categories,4
LOve doesnt come after deciding wht organ the other person got  love can only see and fall for another heart simple as tht                ,counter-speech,0
Very good movie Really i too face this problem its very difficult to convince about our identity to others Bcz sometimes they wont understand our feelings                 ,counter-speech,0
Prayers for Bobbie2009 is the best ever coming out and inspirational movie Ive ever seen Its based on true story about an orthodox family who resfuses to accept their sons identity Its so inspiring that Ive watched 5times Try it                ,none-of-the-categories,4
Bro vera level bro yappo bro part 2 varum iam waiting bro                ,none-of-the-categories,4
U r right                ,none-of-the-categories,4
Adhu animal Also animals ku human language varaadhu so they cant tell u they want to have sex with u Also they dont know wats canned consent                ,none-of-the-categories,4
Really emotional touch pannitinga Nanba                ,none-of-the-categories,4
Money minded fair skin people getting everything easily Rich fair high class nowadays all Are gay it spreading nowadays This is recent suitation in India             ,homophobic-derogation,1
Wow super my dearest beautifully friends really I love you my sweet beautifully friends                ,none-of-the-categories,4
Dont act too smart to prove the sin as purity God has created us to live holy life  unless God breaks drakness from your heart and mind you will be speaking like this only SIN IS SIN ALWAYS WHO EVER DOES IT IN ANY CASTE COMMUNITY  RELIGION                 ,homophobic-derogation,1
Good morning and Happy Republic Day sir                ,none-of-the-categories,4
The mivie us Asm                ,none-of-the-categories,4
Identify what Should they hide it                ,none-of-the-categories,4
Prateekshaa  Mister Ive read about it more than u Ive read the long judgement of supreme court as well If the courts have given the decision theyve surely done it by reading reports of worlds best medical sciences and too and fro judgement for years now And Ive read many world medical reports on these So I guess u need to be more educated Check ur sources and read properly to get more knowledge Pls dont comment with half baked facts                ,none-of-the-categories,4
Thanks for your feedback                ,none-of-the-categories,4
ramz mesh  Youre the actual fool One day Jesus will come and people like you will go to the hell forever Then only you will understand who is the fool REPENT                ,homophobic-derogation,1
Subashree Murali thanks macha                ,none-of-the-categories,4
Tear full moment                ,none-of-the-categories,4
Part 2 release soon bro                ,none-of-the-categories,4
Y this girl speaking full of rymes  Y she cant speak normally See that anchor he s speaking normally             ,none-of-the-categories,4
Grow up homophobic kids                 ,none-of-the-categories,4
you are great GOD bless you bro               ,none-of-the-categories,4
Super Vera level thambi I am waiting part 2                ,hope-speech,3
Bro there is a God who has created you                ,none-of-the-categories,4
Awesome video if we cant support them even just give respect to them                ,none-of-the-categories,4
Super acting bro keep it up bro                ,hope-speech,3
Bro hope Ur family also support this                ,none-of-the-categories,4
Theru nangai not bad shes good                ,counter-speech,0
Only swiggy boys in Nungambakkam knowshe is worst and behave like rowdy                 ,none-of-the-categories,4
Bro Vara level Iam Provide of You                ,hope-speech,3
Dont worry bro everything will be alright Just wait for that time And dont stop to convenc one day they will understand               ,none-of-the-categories,4
Man ur so so so so cute man love man U reminds me of my lost friend I respect u a lots                ,none-of-the-categories,4
Vera level acting super bro                ,counter-speech,0
Respect to transgender                 ,none-of-the-categories,4
I think actress Katrina will be apt for ur title Please update ur title                ,none-of-the-categories,4
754 to 805 am crying anna  vera level                ,none-of-the-categories,4
That transgender is good hearted yaar and hats off to his acting da Semma da                ,hope-speech,3
She look gorgeous                ,none-of-the-categories,4
Stay homestay safe                ,hope-speech,3
I need gay life partner                ,none-of-the-categories,4
What is stright                ,none-of-the-categories,4
Its crt only its their own choice                ,counter-speech,0
Rizwan Mn Ya i will msg u whatsapp soon Inforn we chat msg whatsapp Ok             ,none-of-the-categories,4
Proud of you Amma                ,hope-speech,3
Culture determines our next generation  these kind of things will spoil our future generations                ,homophobic-derogation,1
Mathi Azhan  number                ,none-of-the-categories,4
Hey seriously I thought She was a Transgender                ,transphobic-derogation,5
Visuvanathan swamynathan  thanks Viswanathan everything is in our hand we should be confident in what we are doing what ever u said I too faced everything in life but now a better person in society my kind advice never ever depend on others then nice chatting with you                 ,hope-speech,3
The worst thing a person could go through is loneliness and being cornered I think every person is different and special They have their own beliefs unless and until it doesnt harm anyone i feel its ok let them be the way they want its high time we start accepting all kind of people im not just talking about homosexual let me remind the society one thing the society is us everyone are part of society the change should come within you first then the society will change                ,counter-speech,0
Great movie and it is very well taken The music by Gautham is so very good with the right tone and emphisis Dilip And me thoroughly enjoyed watching it to the last minute The time and patience withe diversity in human creations was put forth in a very positive manner seeking the understanding and blessings of the parents                ,hope-speech,3
You look a bit like TV actress Vani Bhojan You have gone through so much Sennila be brave much love and blessings to you                ,hope-speech,3
Yes thank you                ,none-of-the-categories,4
Malini  Wat justice you give for  innocent  people betayed by homosexuals like u                ,homophobic-derogation,1
Vera lvlyaaaSo many goosebumps moments in this videoHats off to your workSoon You will be the top prank channel in tamilAdvance congrats                ,counter-speech,0
Keerthana Jayavel Will u parents accept it               ,none-of-the-categories,4
This is best pranks show                ,none-of-the-categories,4
This comes from devil not from God                ,none-of-the-categories,4
Title should have been alghan Latif good actorgood voice I love him                ,none-of-the-categories,4
Is going against nature right Destroy the nature who is going to suffer In the same way this law will show its bad impact very soon  people who are bound to family and culture keep your children safe  teach them the value of nature from the childhood because the future is going to be worst because of lgbt freedom                ,none-of-the-categories,4
She is so pretty                ,none-of-the-categories,4
Diversity exists Differences exist You need to embrace it You cant act like there is no such thing Acknowledge them and accept them You cant close your eyes and hope that the world is star spangled awesome                ,hope-speech,3
I do not judge him or herEvery human may have spirits that live with themTB Joshua delivered the person with a man spirit t  a woman making  them a man  and a woman spirit  a man making them a woman Prophet  TB Joshua  delivers them and set them freeNow they live in a normal life with Jesus Christ                ,none-of-the-categories,4
Muhammad AzeemSH  Im an mbbs students ppl have researched on the basis of homosexuality and found that a certain locus in the x chromosome is responsible fr a persons homosexual tendencies which is expressed thru epigenetics So there u go The so called scientific proof u needed coz u cant mind ur own business                ,counter-speech,0
bro  live as You wish Good luck                ,hope-speech,3
What is the meaning of physically harrassed child I cant understand                ,none-of-the-categories,4
A Bold step was taken by Maniji to give a strong message to the society in a beautiful way Latif and Harishs dad have done a great job Kudos                ,hope-speech,3
Unconditional love amma   I love you amma  ethan sir கடவுள்                ,hope-speech,3
Y this video too late bro                ,none-of-the-categories,4
Sharath S yesa big thumbs up                ,none-of-the-categories,4
The crew has done the greatest work in tamil industry Hats Off to the crew members well done Thanks for uploading this movie                ,none-of-the-categories,4
Storyline 100 Acting  100 Emotions  100  Over all its a movie that everyone should watch            ,none-of-the-categories,4
Any lesbians or gays here                ,none-of-the-categories,4
They are equal to God so give respect for transgender people                 ,hope-speech,3
Societys words r induces them 2 suicide It should b stopped                ,none-of-the-categories,4
Semma acting thalaiva                ,none-of-the-categories,4
Thank you so much                ,none-of-the-categories,4
Vas im  LGBT means Lesbian Gays Bisexual Transgenders They r form of alternate sexualities U can read abt them in WHO website or from indian or american psychiatric association websites Hope u know how to read                ,none-of-the-categories,4
Ur post are awesome bro                ,hope-speech,3
Balamurugan M  I dont worry why mobile number here                ,none-of-the-categories,4
Ithu ovvoruvarinathum thanippadda viruppam                ,none-of-the-categories,4
I love this I mean Seriously Could u post this friggin everywhere Ready Set Go                ,none-of-the-categories,4
Aww she is so cute compare more boring face girls                ,none-of-the-categories,4
I want heart from tmp                ,none-of-the-categories,4
Anna front and front super anna                ,none-of-the-categories,4
Yes animals not doing like that  then one more do you resently what happening in chennai 8 year girl was rebed to 13 jens just think about which doing like that i think animals better to yours                ,homophobic-derogation,1
how body building dtarts                ,none-of-the-categories,4
Bro vera level very good try Keep it up                ,none-of-the-categories,4
Talk about the cultures and the festival celebrated in the whole india                ,none-of-the-categories,4
I dont agree with homosexuality because I am not homosexual but if people are like that let them be who they are Its not about culture it about the heart and who you love dearly Thats all I have to say and we respect each other for who they are                ,homophobic-derogation,1
Nice concept  hatts off u bro                ,none-of-the-categories,4
Supper sister God bless you family                ,hope-speech,3
Bro i am waiting for part 2                ,hope-speech,3
915 Is that a smirk Im seeing                ,none-of-the-categories,4
I dont know how my life will go But I know My life will be like this movie I will be with my mom and with my family Love u  mom Love u my sweet  hasbend Im waiting for u baby                 ,none-of-the-categories,4
Dude all ur videos are too good Im eagerly waiting for your next video  Repeatedly listening to the videos again and again Awesome dude                ,none-of-the-categories,4
Really weird hate those unhuman man                ,none-of-the-categories,4
I think its scripted episode but good                ,hope-speech,3
black sheep  I am the Director of that film                ,none-of-the-categories,4
Tamizh is the oldest living language but not the oldest There r others the old brami script indus valley script egyptian mesopotamian otherw                ,none-of-the-categories,4
514 the way she winked                ,none-of-the-categories,4
Iam ur new suscriber this videos awsome                ,hope-speech,3
Vantalunga Uber cool feminist hypocrites Always talking about LGBT and other shitt                ,homophobic-derogation,1
No more words  Sago                ,none-of-the-categories,4
Bro Vera level Acting Arumai                ,none-of-the-categories,4
No hate feeling in gay boy                ,none-of-the-categories,4
Human being person Not forced this kind of people We are dont care about the Male or female just human being                ,counter-speech,0
who need to stop this because my friend is like this                 ,none-of-the-categories,4
Finally they got freedom let them live happily                ,none-of-the-categories,4
Dont worry akka ur dreams will come true                ,none-of-the-categories,4
Thanks for the video mani brother                 ,none-of-the-categories,4
Perumalwatch this video with ur familylater we comment abt ur statement                ,none-of-the-categories,4
Sanjiv a I m extremelyJust because she cant have straight  relationship that doesnt mean she cant have any other option Besides that it is her wish and why are u forcing her to be something that she not into Dont u think u violating her privacy                ,none-of-the-categories,4
Cine field actors are not hero You are the evergreen hero I really impress your  Motivational speech Bro  Keep it up you will sucess in each and every minute congratulations bro             ,none-of-the-categories,4
If only she have changed her voice cord she would have looked perfect overrall                ,none-of-the-categories,4
Video about match fixing in cricket especially match fixing in 2000 Ind vs SA series                ,none-of-the-categories,4
Part 2 waiting                ,hope-speech,3
Malin darling love you lots                ,none-of-the-categories,4
In this world the most kindness human being is transgender                 ,hope-speech,3
i salute i am not interested and opposed to same sex relation but this film takes few minutes to thing what is wrong with those person they are also human being we have to sry i hav to respect those persons   At any point of time dont hesitate others feelings and love             ,hope-speech,3
Im sure people dont like the title of this video Its obvious this channel did it for clickbait but it can be used in a positive way as well For people that are transgender or going to become transgender this video can be a motivation that transgenders are able to rise from all challenges and be happy and successful                ,none-of-the-categories,4
Thank you for ur loving 5 years age you was taken this film but am seen today only                ,none-of-the-categories,4
I  love this movie                ,none-of-the-categories,4
this was good great                ,none-of-the-categories,4
jesus baby  Hi                ,none-of-the-categories,4
Very nice your feeling will be good                 ,none-of-the-categories,4
Expecting the changes                ,none-of-the-categories,4
how to become a professional socccer player plz bro                ,none-of-the-categories,4
absolutely u r right bro                ,none-of-the-categories,4
Liked this film very much Happy ending is such a rarity in gay themed films                ,none-of-the-categories,4
Pls do change the title for god sake                ,none-of-the-categories,4
Transgender many people good only                ,counter-speech,0
Vara level acting bro                ,hope-speech,3
How many of you know she is better than meets mithun super model                ,none-of-the-categories,4
While watching my eyes become tears                ,none-of-the-categories,4
Really heart touched performance hats off you                ,none-of-the-categories,4
Habeeb Aslam oh please  there is nothing called eternal hell god is not cruel stop reading all these bullshits                 ,counter-speech,0
Nice story and nice characters                ,none-of-the-categories,4
Nice engaging movie on gay love  Companionship and compatibility are more important in conjugal relationships than just bearing children to perpetuate the family tree                ,none-of-the-categories,4
We are a like this movie Its very inspirational movie   waite for part 2 or next movie                  ,none-of-the-categories,4
how about me  do i look transgenders                ,none-of-the-categories,4
DRAGON BALL FAN  I know actually And I know whats a condom Thanks fr the info buddy but Im monogamous so I assure u neither I nor my future partner are gonna cheat Also I will always use a condom                ,homophobic-derogation,1
We are waiting for part 2                ,none-of-the-categories,4
I was heart touched when u cry                ,none-of-the-categories,4
Still not prove it is not natural if they can prove they will ask legalize                ,none-of-the-categories,4
Karthik Karthik  Hi kaarthick iam karthick                ,none-of-the-categories,4
U r lucky to born at India sister  Here at my country big issues going on Our islamic friends against  LGBT community                ,none-of-the-categories,4
Wow    Look at her attitude  and how cool she handles things just like that  Lover her Chennai slang                 ,none-of-the-categories,4
Great explanation                 ,none-of-the-categories,4
Muhammad AzeemSH   but now adultery is legalised na                ,none-of-the-categories,4
One of the best video bro vera level                ,counter-speech,0
good attempt  latifs acting was good                ,none-of-the-categories,4
Thanks for choosing this topic                 ,none-of-the-categories,4
Super Bro I am waiting next vediounga hangout ID solluga bro                ,none-of-the-categories,4
Congrats to Vikkimedia and full Team of the movie                ,none-of-the-categories,4
RAVI RAGUL already done that topic by madan gowry                ,none-of-the-categories,4
Very nice natural thanks bro                ,hope-speech,3
Social work continu bro                ,hope-speech,3
ashok kumar  crct thaa broI have a huge respect on them even tho this video is scripted I like this concept                ,counter-speech,0
Malini ask questions why u can give answer because is true every body gives comments is very bad but u think after u get answers I support                ,none-of-the-categories,4
Please dont worry he will definitely come back to u  I prey to the god                ,none-of-the-categories,4
Super true speech good                ,none-of-the-categories,4
I should agree that im seriously shocked to see someone come out in tn in a good way though Keep going We support you                ,none-of-the-categories,4
Vignesh Gv tamizha tha bro                ,none-of-the-categories,4
Sema bro  Part 2 waiting bro                 ,hope-speech,3
Shrinivasan Kannan  if u had thought that previously u should have shut up b4 commenting shouldnt u                ,none-of-the-categories,4
Sexual orientation is not a choice Its decided when the human is conceived Thats why a heterosexual is not attracted to a person belonging to the same sex as hishers                ,counter-speech,0
Very very nice movie i like latif character and his act Needful movie for our country and for our society               ,hope-speech,3
Avoid so many men friends gather one man and love himdo some small daily business like flowers vegetables                ,none-of-the-categories,4
i saw your film on CIQFF  BIg thanks and wishes Long way to go 3                ,none-of-the-categories,4
Karthik  how are you bro                ,none-of-the-categories,4
I stumbled across this movie by chance What a work it is Simply the best  The story line the actors and their acting all are in the perfect frame Really made my day Thanks for this classic work                 ,none-of-the-categories,4
This is very bad                ,none-of-the-categories,4
Very nice heart is feel                ,none-of-the-categories,4
whu is shee                ,none-of-the-categories,4
No fuck  but Romantic  and little suck with my old gay friends                 ,none-of-the-categories,4
I love this movie so mucham also interest with male frndspls understand  feelings                ,hope-speech,3
I still dont have clear understanding about this and hence everything is not convincing me But this girl is awesome                ,none-of-the-categories,4
